Day,KOSPI지수,KOSDAQ지수
2009-01-20,1126.81 ,358.19 
2009-01-21,1103.61 ,352.43 
2009-01-22,1116.23 ,358.58 
2009-01-23,1093.40 ,352.83 
2009-01-28,1157.98 ,361.68 
2009-01-29,1166.56 ,363.98 
2009-01-30,1162.11 ,364.90 
2009-02-02,1146.95 ,365.77 
2009-02-03,1163.20 ,372.28 
2009-02-04,1195.37 ,378.88 
2009-02-05,1177.88 ,373.49 
2009-02-06,1210.26 ,378.79 
2009-02-09,1202.69 ,376.83 
2009-02-10,1198.87 ,380.26 
2009-02-11,1190.18 ,383.41 
2009-02-12,1179.84 ,385.92 
2009-02-13,1192.44 ,395.69 
2009-02-16,1175.47 ,402.87 
2009-02-17,1127.19 ,383.17 
2009-02-18,1113.19 ,390.07 
2009-02-19,1107.10 ,384.67 
2009-02-20,1065.95 ,367.14 
2009-02-23,1099.55 ,375.57 
2009-02-24,1063.88 ,370.11 
2009-02-25,1067.08 ,362.08 
2009-02-26,1054.79 ,358.65 
2009-02-27,1063.03 ,363.21 
2009-03-02,1018.81 ,349.71 
2009-03-03,1025.57 ,347.76 
2009-03-04,1059.26 ,359.90 
2009-03-05,1058.18 ,362.16 
2009-03-06,1055.03 ,365.18 
2009-03-09,1071.73 ,378.73 
2009-03-10,1092.20 ,377.92 
2009-03-11,1127.51 ,385.69 
2009-03-12,1128.39 ,386.59 
2009-03-13,1126.03 ,389.27 
2009-03-16,1125.46 ,387.77 
2009-03-17,1163.88 ,394.66 
2009-03-18,1169.95 ,398.60 
2009-03-19,1161.81 ,393.94 
2009-03-20,1170.94 ,400.71 
2009-03-23,1199.50 ,409.23 
2009-03-24,1221.70 ,412.39 
2009-03-25,1229.02 ,419.29 
2009-03-26,1243.80 ,427.27 
2009-03-27,1237.51 ,421.24 
2009-03-30,1197.46 ,412.01 
2009-03-31,1206.26 ,421.44 
2009-04-01,1233.36 ,430.97 
2009-04-02,1276.97 ,439.84 
2009-04-03,1283.75 ,439.16 
2009-04-06,1297.85 ,447.94 
2009-04-07,1300.10 ,458.57 
2009-04-08,1262.07 ,460.83 
2009-04-09,1316.35 ,481.45 
2009-04-10,1336.04 ,493.26 
2009-04-13,1338.26 ,507.23 
2009-04-14,1342.63 ,508.68 
2009-04-15,1333.09 ,502.20 
2009-04-16,1336.72 ,497.52 
2009-04-17,1329.00 ,483.80 
2009-04-20,1336.39 ,491.94 
2009-04-21,1336.81 ,497.19 
2009-04-22,1356.02 ,509.90 
2009-04-23,1368.80 ,514.09 
2009-04-24,1354.10 ,507.50 
2009-04-27,1339.83 ,505.97 
2009-04-28,1300.24 ,479.37 
2009-04-29,1338.42 ,494.47 
2009-04-30,1369.36 ,500.98 
2009-05-04,1397.92 ,507.01 
2009-05-06,1393.45 ,510.02 
2009-05-07,1401.08 ,513.95 
2009-05-08,1412.13 ,517.83 
2009-05-11,1415.16 ,523.91 
2009-05-12,1403.51 ,526.18 
2009-05-13,1414.52 ,535.95 
2009-05-14,1380.95 ,536.78 
2009-05-15,1391.73 ,543.54 
2009-05-18,1386.68 ,545.01 
2009-05-19,1428.21 ,553.77 
2009-05-20,1435.70 ,562.57 
2009-05-21,1421.65 ,559.15 
2009-05-22,1403.75 ,554.09 
2009-05-25,1400.90 ,542.08 
2009-05-26,1372.04 ,536.54 
2009-05-27,1362.02 ,524.33 
2009-05-28,1392.17 ,521.11 
2009-05-29,1395.89 ,528.80 
2009-06-01,1415.10 ,539.56 
2009-06-02,1412.85 ,538.69 
2009-06-03,1414.89 ,541.25 
2009-06-04,1378.14 ,528.00 
2009-06-05,1394.71 ,529.11 
2009-06-08,1393.30 ,529.11 
2009-06-09,1371.84 ,517.96 
2009-06-10,1414.88 ,520.36 
2009-06-11,1419.39 ,520.60 
2009-06-12,1428.59 ,524.26 
2009-06-15,1412.42 ,519.63 
2009-06-16,1399.15 ,520.93 
2009-06-17,1391.17 ,517.37 
2009-06-18,1375.76 ,513.22 
2009-06-19,1383.34 ,510.27 
2009-06-22,1399.71 ,513.13 
2009-06-23,1360.54 ,498.03 
2009-06-24,1363.79 ,495.00 
2009-06-25,1392.73 ,504.03 
2009-06-26,1394.53 ,503.34 
2009-06-29,1388.45 ,491.64 
2009-06-30,1390.07 ,485.15 
2009-07-01,1411.66 ,491.17 
2009-07-02,1411.48 ,496.00 
2009-07-03,1420.04 ,501.82 
2009-07-06,1428.94 ,505.42 
2009-07-07,1434.20 ,508.76 
2009-07-08,1431.02 ,505.69 
2009-07-09,1430.89 ,502.80 
2009-07-10,1428.62 ,495.27 
2009-07-13,1378.12 ,476.05 
2009-07-14,1385.56 ,476.25 
2009-07-15,1420.86 ,486.67 
2009-07-16,1432.22 ,482.28 
2009-07-17,1440.10 ,485.87 
2009-07-20,1478.51 ,493.62 
2009-07-21,1488.99 ,495.91 
2009-07-22,1494.04 ,497.77 
2009-07-23,1496.49 ,497.89 
2009-07-24,1502.59 ,500.02 
2009-07-27,1524.05 ,504.65 
2009-07-28,1526.03 ,504.16 
2009-07-29,1524.32 ,501.57 
2009-07-30,1534.74 ,502.90 
2009-07-31,1557.29 ,504.35 
2009-08-03,1564.98 ,510.56 
2009-08-04,1566.37 ,508.72 
2009-08-05,1559.47 ,508.99 
2009-08-06,1565.04 ,509.26 
2009-08-07,1576.00 ,512.70 
2009-08-10,1576.11 ,516.70 
2009-08-11,1579.21 ,519.52 
2009-08-12,1565.35 ,522.62 
2009-08-13,1564.64 ,531.71 
2009-08-14,1591.41 ,531.12 
2009-08-17,1547.06 ,517.83 
2009-08-18,1550.24 ,511.53 
2009-08-19,1545.96 ,510.20 
2009-08-20,1576.39 ,516.77 
2009-08-21,1580.98 ,512.14 
2009-08-24,1612.22 ,511.36 
2009-08-25,1601.38 ,510.69 
2009-08-26,1614.12 ,516.96 
2009-08-27,1599.33 ,513.60 
2009-08-28,1607.94 ,520.19 
2009-08-31,1591.85 ,514.70 
2009-09-01,1623.06 ,516.27 
2009-09-02,1613.16 ,517.73 
2009-09-03,1613.53 ,516.95 
2009-09-04,1608.90 ,518.82 
2009-09-07,1608.57 ,525.61 
2009-09-08,1619.69 ,526.85 
2009-09-09,1607.77 ,520.20 
2009-09-10,1644.68 ,525.01 
2009-09-11,1651.70 ,528.26 
2009-09-14,1634.91 ,526.88 
2009-09-15,1653.40 ,531.58 
2009-09-16,1683.33 ,531.56 
2009-09-17,1695.47 ,528.13 
2009-09-18,1699.71 ,531.53 
2009-09-21,1695.50 ,533.10 
2009-09-22,1718.88 ,536.97 
2009-09-23,1711.47 ,528.98 
2009-09-24,1693.88 ,518.77 
2009-09-25,1691.48 ,516.52 
2009-09-28,1675.55 ,511.61 
2009-09-29,1690.05 ,512.20 
2009-09-30,1673.14 ,505.94 
2009-10-01,1644.63 ,502.55 
2009-10-05,1606.90 ,497.83 
2009-10-06,1598.44 ,494.42 
2009-10-07,1598.00 ,491.37 
2009-10-08,1615.46 ,496.96 
2009-10-09,1646.79 ,506.29 
2009-10-12,1639.81 ,510.21 
2009-10-13,1628.93 ,508.37 
2009-10-14,1649.09 ,512.04 
2009-10-15,1658.99 ,510.46 
2009-10-16,1640.36 ,508.26 
2009-10-19,1649.07 ,508.95 
2009-10-20,1659.15 ,509.76 
2009-10-21,1653.86 ,508.62 
2009-10-22,1630.33 ,503.78 
2009-10-23,1640.17 ,503.91 
2009-10-26,1657.11 ,504.77 
2009-10-27,1649.53 ,502.30 
2009-10-28,1609.71 ,488.82 
2009-10-29,1585.85 ,482.34 
2009-10-30,1580.69 ,486.46 
2009-11-02,1559.09 ,479.25 
2009-11-03,1549.92 ,478.76 
2009-11-04,1579.93 ,483.87 
2009-11-05,1552.24 ,479.46 
2009-11-06,1572.46 ,482.70 
2009-11-09,1576.79 ,484.45 
2009-11-10,1582.30 ,482.94 
2009-11-11,1594.82 ,485.62 
2009-11-12,1572.73 ,484.63 
2009-11-13,1571.99 ,481.57 
2009-11-16,1592.47 ,475.74 
2009-11-17,1585.98 ,471.95 
2009-11-18,1603.97 ,472.54 
2009-11-19,1620.54 ,475.77 
2009-11-20,1620.60 ,479.43 
2009-11-23,1619.05 ,479.80 
2009-11-24,1606.42 ,475.39 
2009-11-25,1611.88 ,476.56 
2009-11-26,1599.52 ,473.82 
2009-11-27,1524.50 ,451.67 
2009-11-30,1555.60 ,464.32 
2009-12-01,1569.72 ,469.04 
2009-12-02,1591.63 ,475.97 
2009-12-03,1615.00 ,480.52 
2009-12-04,1624.76 ,483.63 
2009-12-07,1632.65 ,487.04 
2009-12-08,1627.78 ,485.94 
2009-12-09,1634.17 ,486.78 
2009-12-10,1652.73 ,489.45 
2009-12-11,1656.90 ,495.21 
2009-12-14,1664.77 ,501.85 
2009-12-15,1665.85 ,503.31 
2009-12-16,1664.24 ,507.01 
2009-12-17,1647.84 ,510.10 
2009-12-18,1647.04 ,513.78 
2009-12-21,1644.23 ,518.09 
2009-12-22,1655.54 ,512.78 
2009-12-23,1661.35 ,508.44 
2009-12-24,1682.34 ,511.19 
2009-12-28,1685.59 ,506.07 
2009-12-29,1672.48 ,505.61 
2009-12-30,1682.77 ,513.57 
2009-12-31,,
2010-01-04,1696.14 ,528.09 
2010-01-05,1690.62 ,533.09 
2010-01-06,1705.32 ,539.12 
2010-01-07,1683.45 ,535.52 
2010-01-08,1695.26 ,538.96 
2010-01-11,1694.12 ,540.40 
2010-01-12,1698.64 ,538.11 
2010-01-13,1671.41 ,534.46 
2010-01-14,1685.77 ,542.33 
2010-01-15,1701.80 ,549.97 
2010-01-18,1711.78 ,553.10 
2010-01-19,1710.22 ,549.14 
2010-01-20,1714.38 ,544.12 
2010-01-21,1722.01 ,549.03 
2010-01-22,1684.35 ,546.66 
2010-01-25,1670.20 ,534.22 
2010-01-26,1637.34 ,522.07 
2010-01-27,1625.48 ,516.43 
2010-01-28,1642.43 ,517.40 
2010-01-29,1602.43 ,496.57 
2010-02-01,1606.44 ,502.00 
2010-02-02,1595.81 ,504.69 
2010-02-03,1615.02 ,515.32 
2010-02-04,1616.42 ,516.23 
2010-02-05,1567.12 ,497.37 
2010-02-08,1552.79 ,487.41 
2010-02-09,1570.49 ,491.20 
2010-02-10,1570.12 ,491.28 
2010-02-11,1597.81 ,498.01 
2010-02-12,1593.66 ,503.88 
2010-02-16,1601.05 ,508.95 
2010-02-17,1627.43 ,515.16 
2010-02-18,1621.19 ,513.33 
2010-02-19,1593.90 ,504.39 
2010-02-22,1627.10 ,512.25 
2010-02-23,1628.90 ,513.90 
2010-02-24,1612.83 ,514.04 
2010-02-25,1587.51 ,504.63 
2010-02-26,1594.58 ,507.03 
2010-03-02,1615.12 ,507.96 
2010-03-03,1622.44 ,509.63 
2010-03-04,1618.20 ,507.59 
2010-03-05,1634.57 ,511.28 
2010-03-08,1660.04 ,517.63 
2010-03-09,1660.83 ,518.12 
2010-03-10,1662.24 ,518.67 
2010-03-11,1656.62 ,517.57 
2010-03-12,1662.74 ,519.44 
2010-03-15,1649.50 ,517.75 
2010-03-16,1648.01 ,520.88 
2010-03-17,1682.86 ,522.98 
2010-03-18,1675.17 ,524.31 
2010-03-19,1686.11 ,527.58 
2010-03-22,1672.67 ,527.07 
2010-03-23,1681.82 ,526.42 
2010-03-24,1681.01 ,519.80 
2010-03-25,1688.39 ,520.24 
2010-03-26,1697.72 ,524.66 
2010-03-29,1691.99 ,518.06 
2010-03-30,1700.19 ,518.05 
2010-03-31,1692.85 ,515.74 
2010-04-01,1719.17 ,519.19 
2010-04-02,1723.49 ,514.95 
2010-04-05,1724.99 ,505.13 
2010-04-06,1726.09 ,506.39 
2010-04-07,1726.60 ,510.90 
2010-04-08,1733.78 ,513.29 
2010-04-09,1724.47 ,512.15 
2010-04-12,1710.30 ,507.67 
2010-04-13,1710.59 ,506.53 
2010-04-14,1735.33 ,509.69 
2010-04-15,1743.91 ,508.61 
2010-04-16,1734.49 ,508.42 
2010-04-19,1705.30 ,502.70 
2010-04-20,1718.03 ,510.50 
2010-04-21,1747.58 ,515.99 
2010-04-22,1739.52 ,516.47 
2010-04-23,1737.03 ,516.51 
2010-04-26,1752.20 ,517.68 
2010-04-27,1749.55 ,519.24 
2010-04-28,1733.91 ,517.85 
2010-04-29,1728.42 ,519.21 
2010-04-30,1741.56 ,523.75 
2010-05-03,1721.21 ,519.78 
2010-05-04,1718.75 ,518.99 
2010-05-06,1684.71 ,509.23 
2010-05-07,1647.50 ,499.71 
2010-05-10,1677.63 ,512.16 
2010-05-11,1670.24 ,512.22 
2010-05-12,1663.03 ,512.13 
2010-05-13,1694.58 ,522.54 
2010-05-14,1695.63 ,524.98 
2010-05-17,1651.51 ,510.25 
2010-05-18,1643.24 ,504.52 
2010-05-19,1630.08 ,500.45 
2010-05-20,1600.18 ,481.06 
2010-05-24,1604.93 ,476.33 
2010-05-25,1560.83 ,449.96 
2010-05-26,1582.12 ,463.00 
2010-05-27,1607.50 ,473.32 
2010-05-28,1622.78 ,479.03 
2010-05-31,1641.25 ,489.42 
2010-06-01,1630.40 ,488.79 
2010-06-03,1661.84 ,495.74 
2010-06-04,1664.13 ,493.71 
2010-06-07,1637.97 ,483.12 
2010-06-08,1651.48 ,490.34 
2010-06-09,1647.22 ,487.00 
2010-06-10,1651.70 ,491.63 
2010-06-11,1675.34 ,491.25 
2010-06-14,1690.60 ,492.70 
2010-06-15,1690.03 ,495.08 
2010-06-16,1705.33 ,495.96 
2010-06-17,1707.92 ,495.18 
2010-06-18,1711.95 ,495.23 
2010-06-21,1739.68 ,498.36 
2010-06-22,1731.48 ,496.65 
2010-06-23,1725.82 ,494.95 
2010-06-24,1739.87 ,499.14 
2010-06-25,1729.84 ,498.12 
2010-06-28,1732.03 ,498.75 
2010-06-29,1707.76 ,487.54 
2010-06-30,1698.29 ,489.98 
2010-07-01,1686.24 ,489.59 
2010-07-02,1671.82 ,485.69 
2010-07-05,1675.37 ,486.15 
2010-07-06,1684.94 ,487.41 
2010-07-07,1675.65 ,486.41 
2010-07-08,1698.64 ,488.96 
2010-07-09,1723.01 ,492.15 
2010-07-12,1734.05 ,496.70 
2010-07-13,1735.08 ,497.79 
2010-07-14,1758.01 ,499.97 
2010-07-15,1751.29 ,501.73 
2010-07-16,1738.45 ,498.88 
2010-07-19,1731.95 ,498.49 
2010-07-20,1736.77 ,499.72 
2010-07-21,1748.78 ,496.73 
2010-07-22,1735.53 ,484.72 
2010-07-23,1758.06 ,483.69 
2010-07-26,1769.07 ,488.14 
2010-07-27,1768.31 ,487.74 
2010-07-28,1773.47 ,486.75 
2010-07-29,1770.88 ,482.56 
2010-07-30,1759.33 ,481.45 
2010-08-02,1782.27 ,481.98 
2010-08-03,1790.60 ,481.94 
2010-08-04,1789.26 ,479.59 
2010-08-05,1783.86 ,476.47 
2010-08-06,1783.83 ,478.47 
2010-08-09,1790.17 ,483.87 
2010-08-10,1781.13 ,482.16 
2010-08-11,1758.19 ,475.14 
2010-08-12,1721.75 ,470.98 
2010-08-13,1746.24 ,477.17 
2010-08-16,1743.31 ,476.08 
2010-08-17,1755.03 ,477.65 
2010-08-18,1761.99 ,478.33 
2010-08-19,1779.64 ,480.77 
2010-08-20,1775.54 ,480.38 
2010-08-23,1767.71 ,477.14 
2010-08-24,1760.53 ,474.97 
2010-08-25,1734.79 ,467.81 
2010-08-26,1729.76 ,464.53 
2010-08-27,1729.56 ,461.52 
2010-08-30,1760.13 ,466.09 
2010-08-31,1742.75 ,464.71 
2010-09-01,1764.69 ,469.75 
2010-09-02,1775.73 ,473.00 
2010-09-03,1780.02 ,478.30 
2010-09-06,1792.42 ,482.82 
2010-09-07,1787.74 ,480.20 
2010-09-08,1779.22 ,478.60 
2010-09-09,1784.36 ,481.86 
2010-09-10,1802.58 ,484.48 
2010-09-13,1818.86 ,483.49 
2010-09-14,1815.25 ,481.79 
2010-09-15,1823.88 ,481.28 
2010-09-16,1811.85 ,480.62 
2010-09-17,1827.35 ,483.25 
2010-09-20,1832.63 ,483.83 
2010-09-24,1846.60 ,485.15 
2010-09-27,1860.83 ,486.29 
2010-09-28,1855.97 ,487.74 
2010-09-29,1866.45 ,489.61 
2010-09-30,1872.81 ,492.75 
2010-10-01,1876.73 ,495.06 
2010-10-04,1879.29 ,493.78 
2010-10-05,1878.94 ,493.55 
2010-10-06,1903.95 ,497.33 
2010-10-07,1900.85 ,496.14 
2010-10-08,1897.07 ,497.08 
2010-10-11,1889.91 ,496.80 
2010-10-12,1868.04 ,494.08 
2010-10-13,1876.15 ,499.12 
2010-10-14,1899.76 ,504.59 
2010-10-15,1902.29 ,509.59 
2010-10-18,1875.42 ,516.19 
2010-10-19,1857.32 ,514.59 
2010-10-20,1870.44 ,520.21 
2010-10-21,1874.69 ,522.66 
2010-10-22,1897.31 ,523.12 
2010-10-25,1915.71 ,525.86 
2010-10-26,1919.41 ,526.64 
2010-10-27,1909.54 ,528.59 
2010-10-28,1907.87 ,527.36 
2010-10-29,1882.95 ,526.45 
2010-11-01,1914.74 ,527.98 
2010-11-02,1918.04 ,523.93 
2010-11-03,1935.97 ,525.89 
2010-11-04,1942.50 ,531.53 
2010-11-05,1938.96 ,528.66 
2010-11-08,1942.41 ,528.47 
2010-11-09,1947.46 ,526.93 
2010-11-10,1967.85 ,528.27 
2010-11-11,1914.73 ,524.05 
2010-11-12,1913.12 ,509.35 
2010-11-15,1913.81 ,504.83 
2010-11-16,1899.13 ,503.04 
2010-11-17,1897.11 ,505.74 
2010-11-18,1927.86 ,514.13 
2010-11-19,1940.96 ,517.04 
2010-11-22,1944.34 ,515.98 
2010-11-23,1928.94 ,511.58 
2010-11-24,1925.98 ,505.32 
2010-11-25,1927.68 ,508.28 
2010-11-26,1901.80 ,493.56 
2010-11-29,1895.54 ,494.33 
2010-11-30,1904.63 ,498.39 
2010-12-01,1929.32 ,502.48 
2010-12-02,1950.26 ,505.94 
2010-12-03,1957.26 ,502.13 
2010-12-06,1953.64 ,502.54 
2010-12-07,1962.52 ,504.49 
2010-12-08,1955.72 ,502.80 
2010-12-09,1988.96 ,506.45 
2010-12-10,1986.14 ,509.20 
2010-12-13,1996.59 ,513.41 
2010-12-14,2009.05 ,515.00 
2010-12-15,2017.48 ,514.69 
2010-12-16,2009.24 ,511.71 
2010-12-17,2026.30 ,510.74 
2010-12-20,2020.28 ,497.95 
2010-12-21,2037.09 ,506.67 
2010-12-22,2038.11 ,505.01 
2010-12-23,2037.53 ,502.39 
2010-12-24,2029.60 ,499.63 
2010-12-27,2022.19 ,496.68 
2010-12-28,2033.32 ,494.95 
2010-12-29,2043.49 ,502.31 
2010-12-30,2051.00 ,510.69 
2010-12-31,,
2011-01-03,2070.08 ,518.05 
2011-01-04,2085.14 ,521.35 
2011-01-05,2082.55 ,523.81 
2011-01-06,2077.61 ,527.64 
2011-01-07,2086.20 ,530.84 
2011-01-10,2080.81 ,533.98 
2011-01-11,2088.32 ,533.67 
2011-01-12,2094.95 ,535.43 
2011-01-13,2089.48 ,534.27 
2011-01-14,2108.17 ,535.20 
2011-01-17,2099.85 ,533.01 
2011-01-18,2096.48 ,529.02 
2011-01-19,2115.69 ,532.97 
2011-01-20,2106.66 ,533.36 
2011-01-21,2069.92 ,525.75 
2011-01-24,2082.16 ,527.09 
2011-01-25,2086.67 ,522.96 
2011-01-26,2110.46 ,524.71 
2011-01-27,2115.01 ,528.63 
2011-01-28,2107.87 ,527.46 
2011-01-31,2069.73 ,521.38 
2011-02-01,2072.03 ,524.50 
2011-02-07,2081.74 ,531.09 
2011-02-08,2069.70 ,531.47 
2011-02-09,2045.58 ,525.74 
2011-02-10,2008.50 ,522.70 
2011-02-11,1977.19 ,517.73 
2011-02-14,2014.59 ,520.35 
2011-02-15,2010.52 ,520.88 
2011-02-16,1989.11 ,520.08 
2011-02-17,1977.22 ,511.08 
2011-02-18,2013.14 ,518.55 
2011-02-21,2005.30 ,520.59 
2011-02-22,1969.92 ,512.06 
2011-02-23,1961.63 ,507.16 
2011-02-24,1949.88 ,501.11 
2011-02-25,1963.43 ,509.33 
2011-02-28,1939.30 ,504.46 
2011-03-02,1928.24 ,503.46 
2011-03-03,1970.66 ,510.94 
2011-03-04,2004.68 ,518.79 
2011-03-07,1980.27 ,518.77 
2011-03-08,1996.32 ,524.99 
2011-03-09,2001.47 ,522.70 
2011-03-10,1981.58 ,522.17 
2011-03-11,1955.54 ,518.55 
2011-03-14,1971.23 ,502.98 
2011-03-15,1923.92 ,489.44 
2011-03-16,1957.97 ,492.36 
2011-03-17,1959.03 ,487.81 
2011-03-18,1981.13 ,494.79 
2011-03-21,2003.42 ,506.53 
2011-03-22,2013.86 ,507.80 
2011-03-23,2012.18 ,510.17 
2011-03-24,2036.78 ,513.70 
2011-03-25,2054.04 ,514.57 
2011-03-28,2056.39 ,512.74 
2011-03-29,2072.13 ,514.19 
2011-03-30,2091.38 ,520.21 
2011-03-31,2106.70 ,525.42 
2011-04-01,2121.01 ,532.06 
2011-04-04,2115.87 ,534.90 
2011-04-05,2130.43 ,537.66 
2011-04-06,2126.71 ,533.98 
2011-04-07,2122.14 ,534.97 
2011-04-08,2127.97 ,534.20 
2011-04-11,2122.39 ,533.11 
2011-04-12,2089.40 ,525.11 
2011-04-13,2121.92 ,528.70 
2011-04-14,2141.06 ,531.47 
2011-04-15,2140.50 ,534.58 
2011-04-18,2137.72 ,528.52 
2011-04-19,2122.68 ,526.62 
2011-04-20,2169.91 ,532.25 
2011-04-21,2198.54 ,529.58 
2011-04-22,2197.82 ,525.26 
2011-04-25,2216.00 ,528.60 
2011-04-26,2206.30 ,521.68 
2011-04-27,2206.70 ,518.39 
2011-04-28,2208.35 ,514.67 
2011-04-29,2192.36 ,511.00 
2011-05-02,2228.96 ,516.76 
2011-05-03,2200.73 ,512.51 
2011-05-04,2180.64 ,510.53 
2011-05-06,2147.45 ,506.42 
2011-05-09,2139.17 ,504.37 
2011-05-11,2166.63 ,505.18 
2011-05-12,2122.65 ,504.46 
2011-05-13,2120.08 ,507.28 
2011-05-16,2104.18 ,506.07 
2011-05-17,2102.41 ,501.72 
2011-05-18,2135.78 ,498.94 
2011-05-19,2095.51 ,487.03 
2011-05-20,2111.50 ,486.24 
2011-05-23,2055.71 ,472.94 
2011-05-24,2061.76 ,474.32 
2011-05-25,2035.87 ,471.23 
2011-05-26,2091.91 ,479.96 
2011-05-27,2100.24 ,483.22 
2011-05-30,2093.79 ,480.52 
2011-05-31,2142.47 ,484.54 
2011-06-01,2141.34 ,483.23 
2011-06-02,2114.20 ,477.83 
2011-06-03,2113.47 ,476.10 
2011-06-07,2099.71 ,472.80 
2011-06-08,2083.35 ,469.15 
2011-06-09,2071.42 ,473.47 
2011-06-10,2046.67 ,466.91 
2011-06-13,2048.74 ,458.15 
2011-06-14,2076.83 ,462.29 
2011-06-15,2086.53 ,464.83 
2011-06-16,2046.63 ,460.54 
2011-06-17,2031.93 ,459.33 
2011-06-20,2019.65 ,457.23 
2011-06-21,2048.17 ,459.57 
2011-06-22,2063.90 ,463.77 
2011-06-23,2055.86 ,464.62 
2011-06-24,2090.81 ,473.66 
2011-06-27,2070.29 ,475.43 
2011-06-28,2062.91 ,474.65 
2011-06-29,2094.42 ,476.57 
2011-06-30,2100.69 ,479.55 
2011-07-01,2125.74 ,484.11 
2011-07-04,2145.30 ,489.30 
2011-07-05,2161.75 ,492.37 
2011-07-06,2171.19 ,492.94 
2011-07-07,2180.59 ,495.52 
2011-07-08,2180.35 ,496.82 
2011-07-11,2157.16 ,498.37 
2011-07-12,2109.73 ,490.63 
2011-07-13,2129.64 ,494.97 
2011-07-14,2130.07 ,497.18 
2011-07-15,2145.20 ,507.00 
2011-07-18,2130.48 ,517.93 
2011-07-19,2130.21 ,524.48 
2011-07-20,2154.95 ,526.61 
2011-07-21,2145.04 ,524.54 
2011-07-22,2171.23 ,531.24 
2011-07-25,2150.48 ,529.90 
2011-07-26,2168.70 ,535.85 
2011-07-27,2174.31 ,538.12 
2011-07-28,2155.85 ,538.54 
2011-07-29,2133.21 ,536.05 
2011-08-01,2172.31 ,544.39 
2011-08-02,2121.27 ,538.06 
2011-08-03,2066.26 ,531.91 
2011-08-04,2018.47 ,522.07 
2011-08-05,1943.75 ,495.55 
2011-08-08,1869.45 ,462.69 
2011-08-09,1801.35 ,432.88 
2011-08-10,1806.24 ,453.55 
2011-08-11,1817.44 ,469.24 
2011-08-12,1793.31 ,474.15 
2011-08-16,1879.87 ,496.23 
2011-08-17,1892.67 ,506.44 
2011-08-18,1860.58 ,507.80 
2011-08-19,1744.88 ,474.65 
2011-08-22,1710.70 ,465.90 
2011-08-23,1776.68 ,479.75 
2011-08-24,1754.78 ,474.29 
2011-08-25,1764.58 ,471.50 
2011-08-26,1778.95 ,473.31 
2011-08-29,1829.50 ,483.27 
2011-08-30,1843.82 ,488.49 
2011-08-31,1880.11 ,493.44 
2011-09-01,1880.70 ,490.22 
2011-09-02,1867.75 ,494.47 
2011-09-05,1785.83 ,480.43 
2011-09-06,1766.71 ,465.35 
2011-09-07,1833.46 ,479.17 
2011-09-08,1846.64 ,475.30 
2011-09-09,1812.93 ,470.94 
2011-09-14,1749.16 ,452.30 
2011-09-15,1774.08 ,454.95 
2011-09-16,1840.10 ,467.84 
2011-09-19,1820.94 ,462.84 
2011-09-20,1837.97 ,470.11 
2011-09-21,1854.28 ,477.51 
2011-09-22,1800.55 ,471.41 
2011-09-23,1697.44 ,446.51 
2011-09-26,1652.71 ,409.55 
2011-09-27,1735.71 ,433.41 
2011-09-28,1723.08 ,434.20 
2011-09-29,1769.29 ,443.26 
2011-09-30,1769.65 ,449.66 
2011-10-04,1706.19 ,436.13 
2011-10-05,1666.52 ,421.18 
2011-10-06,1710.32 ,431.18 
2011-10-07,1759.77 ,442.64 
2011-10-10,1766.44 ,453.91 
2011-10-11,1795.02 ,459.06 
2011-10-12,1809.50 ,467.65 
2011-10-13,1823.10 ,473.56 
2011-10-14,1835.40 ,473.89 
2011-10-17,1865.18 ,485.38 
2011-10-18,1838.90 ,483.43 
2011-10-19,1855.92 ,488.17 
2011-10-20,1805.09 ,469.98 
2011-10-21,1838.38 ,481.22 
2011-10-24,1898.32 ,493.03 
2011-10-25,1888.65 ,492.69 
2011-10-26,1894.31 ,497.51 
2011-10-27,1922.04 ,497.04 
2011-10-28,1929.48 ,490.59 
2011-10-31,1909.03 ,490.69 
2011-11-01,1909.63 ,492.36 
2011-11-02,1898.01 ,493.49 
2011-11-03,1869.96 ,487.91 
2011-11-04,1928.41 ,502.80 
2011-11-07,1919.10 ,509.77 
2011-11-08,1903.14 ,507.11 
2011-11-09,1907.53 ,509.41 
2011-11-10,1813.25 ,488.77 
2011-11-11,1863.45 ,500.08 
2011-11-14,1902.81 ,510.09 
2011-11-15,1886.12 ,508.33 
2011-11-16,1856.07 ,497.58 
2011-11-17,1876.67 ,506.54 
2011-11-18,1839.17 ,503.09 
2011-11-21,1820.03 ,498.36 
2011-11-22,1826.28 ,505.69 
2011-11-23,1783.10 ,490.49 
2011-11-24,1795.06 ,489.48 
2011-11-25,1776.40 ,479.55 
2011-11-28,1815.28 ,486.36 
2011-11-29,1856.52 ,492.73 
2011-11-30,1847.51 ,492.81 
2011-12-01,1916.18 ,496.33 
2011-12-02,1916.04 ,498.33 
2011-12-05,1922.90 ,505.82 
2011-12-06,1902.82 ,502.59 
2011-12-07,1919.42 ,505.68 
2011-12-08,1912.39 ,508.65 
2011-12-09,1874.75 ,507.60 
2011-12-12,1899.76 ,515.22 
2011-12-13,1864.06 ,511.30 
2011-12-14,1857.75 ,508.38 
2011-12-15,1819.11 ,497.76 
2011-12-16,1839.96 ,504.58 
2011-12-19,1776.93 ,477.61 
2011-12-20,1793.06 ,489.61 
2011-12-21,1848.41 ,500.64 
